pm10,pm2_5,co,no2,o3,so2,cluster
24.286392664113674,8.0,2.4161470898266426,0.3377237749985573,50.012492880912504,9.692396224529947,1
12.0,25.0,5.9,29.1,27.4,3.9,2
34.0,70.0,0.1,1.8,16.2,0.6,0
12.0,75.0,6.9,45.1,6.9,1.8,0
23.86980578255974,1.2302709245453858,6.790938093233516,10.472445575617552,10.225179931811416,14.42697220809926,1
335.3160241715242,80.0,4601.956745211319,521.8330408012886,142.8134901860606,334.07224557123675,0
4.0,11.0,5.6,11.2,28.9,7.8,1
16.0,38.0,2.4,5.8,33.4,5.2,0
28.0,65.0,10.0,34.3,6.4,1.5,0
10.534878268883421,4.0,0.6169665298633958,13.156849531466923,34.13906079641174,27.02863141150408,1
39.0,72.0,2.8,33.0,2.0,1.1,0
55.0527083750695,34.0,3.2383662928947983,35.51470213304921,91.30311340334204,91.43664816001322,3
18.0,50.0,8.8,5.5,9.9,3.4,0
4.5127284803339816,3.47789882923216,6.381801764874965,8.797466282934304,60.831837079848,46.14525499044548,1
70.38749857499835,57.0,8309.522115135067,62.26563702927331,195.97141213107773,577.2462511536031,0
5.0,99.0,1.9,7.8,13.0,844.7949919146841,0
8.089723418384944,0.7728937277400594,1.5837262540373285,2.683846581332454,0.3811024532667273,36.37622135668487,1
796.1602952228042,80.0,1301.33354110585,192.63591472576084,101.01697735058934,252.5980128876019,0
28.0,63.0,2666.580395827647,23.9,23.2,175.57414570244424,0
22.0,33.0,3.6024341765952843,7.4,21.6,121.4488366657987,3
1433.6930899166978,42.0,5654.151729657311,30.2,287.8064572004231,875.2678042446774,0
38.0,78.0,5.5,12.8,41.5,3.6,0
1367.246413282023,82.0,386.83206722314816,79.6757861219174,167.05121690044638,930.8126216325727,0
40.0,78.0,5.7,25.4,22.3,0.9,0
29.482517270134622,1.4904825566695572,0.6884358764947283,15.40866021647825,15.80688980033789,22.552555226741067,1
2.0,5.0,3.609640720552109,13.28078859957375,17.541085940739517,44.737789987808455,1
1423.8521556925718,95.0,8032.049117018139,562.9426886935703,266.4392110895709,138.61121417097849,0
471.25383350196887,90.0,5995.19900834418,423.9423113201344,294.98672037273207,589.802453044693,0
20.0,42.0,2349.2927730696106,9.2,299.7487729342066,934.9527541278677,0
20.0,21.0,4.0,26.301656337302546,12.0,2.0,2
10.0,1.0,3.4,7.5,36.8,4.3,1
244.6050271735897,63.0,7673.206393256495,77.83816717195073,176.85052095940495,403.2285380335186,0
36.0,55.0,0.1,3.7,44.7,4.1,0
59.0,129.0,6.4,11.0,39.4,4.6,0
55.0,30.0,2.8,2.3,41.9,1.6,3
33.0,68.0,3.7,8.3,205.64447395788767,2.1,0
63.0,72.0,2.8,5.1,47.6,4.1,0
66.0,147.0,6.4,6.9,72.1,3.1,0
45.0,82.0,2.8,6.0,55.8,3.6,0
62.0,99.0,2.8,5.5,252.25746763871857,5.1,0
87.0,91.0,3.7,8.3,47.6,3.1,0
30.0,25.0,3.7,6.0,27.0,2.1,2
30.0,25.0,3.7,6.0,27.0,2.1,2
15.0,25.0,1.9,4.6,34.54292501261857,4.1,2
82.0,162.0,10.9,18.8,94.9,6.1,0
58.0,65.0,2.8,3.7,263.2993701710627,3.1,0
30.0,80.0,4.6,7.4,25.6,4.6,0
30.0,89.0,4.6,8.7,265.63738931623277,3.1,0
25.0,65.0,2.8,1.9,35.8,2.1,0
63.0,80.0,4.6,7.4,182.551499563547,5.1,0
50.0,95.0,5.5,11.9,201.52720822247025,9.7,0
42.0,53.0,0.1,2.3,50.0,4.1,0
20.0,13.0,1.9,2.3,41.1,1.1,1
50.0,114.0,8.2,7.4,35.0,6.1,0
53.0,114.0,7.3,20.2,106.2801618349036,2.1,0
20.0,61.0,4.6,6.9,114.08088019161414,2.1,0
25.0,50.0,0.1,4.2,45.9,3.6,0
38.0,78.0,5.5,12.8,41.5,3.6,0
20.0,61.0,6.4,6.4,30.9,2.6,0
17.0,55.0,4.6,13.3,30.9,3.1,0
63.0,124.0,6.4,4.6,132.07331512131387,4.6,0
52.0,59.0,4.6,4.2,129.35776493878043,3.1,0
30.0,50.0,2.8,4.6,206.3680922159025,3.6,0
66.0,30.0,1.9,2.3,96.99508515754258,2.1,3
76.0,122.0,10.0,7.8,32.5,5.6,0
61.0,50.0,3.7,3.7,178.35564699614375,4.1,0
106.0,171.0,0.1,25.6,1.7,6.1,0
54.0,50.0,4.6,4.6,233.79838217051233,4.1,0
30.0,55.0,3.7,8.3,19.5,4.1,0
55.0,30.0,2.8,2.3,41.9,1.6,3
18.0,30.0,0.1,4.6,43.5,3.6,3
75.0,157.0,8.2,6.9,187.2757383119652,8.2,0
61.0,109.0,6.4,16.0,17.9,3.1,0
26.0,30.0,3.7,6.0,41.5,1.1,3
34.0,65.0,3.7,8.3,9.8,3.6,0
29.0,63.0,2.8,5.5,221.89765396766114,3.1,0
63.0,151.0,10.0,18.3,10.2,4.6,0
38.0,76.0,6.4,3.7,296.2458961100607,3.1,0
57.0,76.0,1.9,4.2,24.8,2.6,0
379.69754198772125,63.0,7420.580496624753,421.973908008364,165.5637259864282,234.54461515332093,0
73.0,159.0,8.2,10.6,8.2,6.1,0
49.0,57.0,3.7,6.4,120.71732744820437,5.6,0
40.0,89.0,6.4,6.9,2.0,5.1,0
26.0,78.0,5.5,7.4,144.56272314598215,4.6,0
50.0,68.0,5.5,5.5,3.7,6.6,0
25.0,61.0,0.1,1.4,42.3,2.6,0
80.0,89.0,4.6,5.1,224.47916772466561,4.6,0
61.0,87.0,4.6,7.4,49.6,3.1,0
61.0,139.0,5.5,9.6,34.2,4.6,0
13.31056454125486,0.9310605220093282,0.7,0.6,14.879989646042693,2.2,1
1062.3697688509385,80.0,2613.4955820539058,786.046480226315,119.05791832362917,305.53320691683007,0
436.76840514149853,57.0,1542.873871509151,355.4335436302716,252.77549667332622,404.5707369060517,0
218.09869005540287,156.0,9639.303964598921,229.88248548297744,128.91172240559538,467.2104637665576,0
562.0184961715603,61.0,2208.250506823593,230.46254975463867,107.01849353889533,701.7323870833856,0
53.0,59.0,14.0,31.0,216.76088208297492,32.0,0
7.0,14.421691181518081,5.5460580637820724,3.7,51.512830384116306,11.7,1
896.6009886119512,95.0,9721.795715163473,786.9473919433423,292.07528147993645,545.2324326337546,0
61.0,62.0,16.1,19.9,6.3,3.0,0
21.0,11.341951715048017,2.290273744626083,15.493294438258856,8.0,1.0,1
33.0,18.997945025921155,3.0,12.0,7.0,14.623791231382466,2
63.0,53.0,0.1,8.3,291.3101978794218,2.6,0
743.2500998028796,70.0,107.1532551617315,581.6507335450301,142.63174329564472,484.48515006063633,0
68.0,78.0,3614.147231429231,2.8,37.8,4.6,0
25.764181845828865,4.0,4.791610795626395,0.2826664160487291,9.517341587730337,1.4538080534483966,1
742.0080324954231,74.0,3770.832219082906,216.0887964502843,285.55115232273783,320.4704145495107,0
23.0,64.0,6.5,6.0,9.3,2.6,0
28.0,68.0,2.2,16.2,1.6,880.3634712519827,0
29.0,56.0,4416.161413678186,19.6,33.1,8.8,0
29.0,56.0,3657.7186472793815,19.6,33.1,8.8,0
13.0,31.0,3.4,38.31875787296897,84.73537354283584,6.3,3
371.69230949151324,73.0,9287.496427571896,352.1901801731704,236.938127070035,774.0339160847631,0
117.29198868194248,53.0,11.0,19.0,255.23713913290487,18.0,0
27.0,43.0,2709.288863336447,65.0,225.44467479132345,9.0,0
632.8863326257398,42.0,6.0,31.0,134.96173892558267,8.0,0
52.0,72.0,8871.117576930706,649.9512417788843,140.0321508671273,478.0228085215696,0
23.0,45.0,0.1,33.5,13.4,0.6,0
20.0,27.0,1.2,1.0,19.2,59.54575076191676,3
11.0,38.0,1.5,3.8,8.0,0.8,0
9.0,13.0,0.9452806544149062,9.890581162397844,49.83776818509513,24.568827295441913,1
23.0,48.0,9474.012572689879,6.4,277.2480168251378,907.5331982594669,0
23.0,8.0,2.1,3.7,30.879835388861142,21.330514992178106,1
27.39810721660169,13.124153508324989,6.332934659343734,11.117161848466658,9.4,18.204283254282622,1
4.0,15.0,3.7,2.9,4.6,0.3,1
1.0,5.0,6.172428192216683,3.6242223295172926,49.16533777141857,39.56039575145363,1
10.0,15.0,3.0457352949565752,1.0,11.0,29.267819250299247,1
76.0,186.0,3.7,173.0,5.4,4.2,0
14.0,2.508385082725522,2.8,1.9,4.995970293796663,19.204540511369395,1
16.0,18.0,0.1,10.6,19.9,1.1,2
14.0,5.494115467177717,2.8,1.9,11.584180852762312,3.9563532092204925,1
0.9570527219745373,15.0,6.4,3.7,21.0,5.1,1
34.261907172276445,18.0,0.1,9.7,2.9,41.1741234643727,2
41.59880470591606,17.0,1.9,5.1,30.4,0.2,2
9.21290255538415,13.0,0.32128845258205985,9.320143966903697,67.66541055762619,14.930280929292007,1
43.56654805028347,21.0,3.4,7.1,17.6,25.155559438602083,2
6.0,13.0,2.3,9.3,16.8,0.3,1
26.0,44.0,1.3,537.1154499602072,13.0,0.1,0
13.0,38.0,5.6,24.1,8.0,0.2,0
1384.1419830678628,42.0,1045.8451041848662,30.2,284.7680223032278,944.908241451182,0
13.558018685251586,8.779289070760687,4.932817991354061,2.5,18.4,0.3,1
8.02481848755331,13.0,1.7725773264241527,2.5,6.4,0.2,1
10.0,18.0,2.3,4.7,24.8,6.0949822460476035,2
6.0,21.0,2.3,4.2,11.4,0.6,2
22.28829924885641,8.0,0.4101746819713591,18.197348426234267,9.559617619480296,49.88669317078724,1
42.0820240825382,18.0,1.2,1.4,34.1,0.8,2
1.6711680400407414,10.0,6.54127566282469,18.425144963428327,51.634006004764586,48.61992736795174,1
33.43714143641309,17.0,1.9,4.1,32.0,0.2,2
1269.6812338121126,53.0,8276.611254216452,485.9557504201658,241.8752519877936,587.428954125136,0
117.39827850358317,8.0,178.4,2.7,17.6,166.6590739600876,0
12.0,29.0,0.05051247160867289,37.034772436491956,83.20552584500051,62.01908126781241,3
60.77485442419824,32.0,4.670488464102139,37.24807183425353,80.82837456177377,93.42121150859734,3
350.96304042399754,55.0,3432.422751609795,183.09417643590004,12.1,1.9,0
22.0,30.0,2.1,1.7,47.2,0.3,3
47.46951900332237,17.0,2.3,9.3,31.2,43.43570376673489,2
24.0,21.0,0.1,6.6,7.4,0.9,2
16.0,28.0,4.6,0.6,12.2,0.1,3
6.0,21.0,2.3,4.2,11.4,0.6,2
9.0,21.0,0.1,0.7,11.4,0.1,2
312.3087256609698,46.0,5.0,32.5,0.1,1.5,0
44.926367717421805,21.0,5.0,7.1,21.6,0.2,2
8.958328835672427,7.181247083633369,3.1485593687834164,0.8646328299993411,14.1,40.96730672059552,1
15.09204263975122,8.0,1.0,1.1,14.2,0.1,1
3.635342012326376,15.0,6.4,3.7,21.0,5.1,1
10.0,20.0,12.7,1.6,222.96228902218138,1.0,0
22.0,50.0,1797.4862286150615,7.5,28.0,479.17471926109795,0
28.90966122730622,4.0,3.21706350000805,5.245013368384928,63.12330026963638,10.717818484715297,1
20.0,27.0,1.2,1.0,19.2,83.75677549655978,3
23.0,45.0,0.1,33.5,13.4,0.6,0
34.0,17.0,0.02834144373550873,13.8,68.8490503601806,7.6,2
4.0,9.0,4.65448349838605,3.425354847547002,49.71155889987815,40.81794909040421,1
10.0,25.0,0.1,3.7,25.6,22.900031534134403,2
11.0,30.0,0.1,5.1,77.59964713924022,105.87687786616596,3
9.0,64.0,8242.580360281616,2.3,29.3,12.6,0
67.97527900384455,34.0,3.6107478857961572,32.3825722568259,16.8,102.3249052557183,3
17.0,35.0,3.1,10.8,22.9,0.2,3
20.0,38.0,9192.041173654454,7.2,20.3,134.46361421326037,0
22.0,33.0,2.8924052253697288,7.4,21.6,69.26737800830915,3
2.0,3.042309656675939,0.1,1.1,2.0209333546246233,2.1135531911434913,1
7.0,8.0,0.658763134730876,7.058216778631938,48.33279001772112,26.51182369786348,1
11.0,18.0,2.6,1.6,30.2,0.3,2
12.0,30.0,0.1,5.1,22.4,1.6,3
25.603764319714895,0.4118389762094099,2.3778014042010387,1.4452989448799314,60.61747724685926,38.414140821829065,1
23.0,64.0,6.5,6.0,9.3,2.6,0
13.0,35.0,0.6,32.50728107809758,95.40805367053221,0.1,3
16.0,34.0,2.3,1.9,42.4,1.5,3
1089.6449954610127,61.0,8344.503034637886,748.5393747800306,184.43645895914977,973.3872175148643,0
9.560465117867334,7.908217592745653,3.0,11.5,0.1,40.6,1
1240.2957766173088,156.0,7188.106648192721,629.3074534280908,247.3619670958665,615.0274172423582,0
13.0,31.0,3.4,31.77687279118512,95.88694333291653,6.3,3
16.429564662338485,1.0,4.735306384407012,0.6,28.9,17.468667058514402,1
76.0,186.0,3.7,173.0,5.4,4.2,0
25.634810921611102,1.0594481452239601,6.531148971484311,8.562242530645667,8.21744901453735,46.02283126603165,1
25.0,23.0,5.7,2.4,39.8,11.515248843254462,2
15.69589089591487,5.8409571785641825,1.8234841360461447,11.113128413285953,22.86699453792035,46.14926626846948,1
1134.224565813107,80.0,3961.325739929812,616.3662153595264,160.68818973099945,729.8508435415686,0
695.8570126787642,52.0,5023.264447638813,171.09197524233826,166.6822628585827,510.12752861668673,0
31.039491961344243,19.0,2.1546388395923004,20.667964459290147,12.754528911375576,7.6439113579017,2
1494.7675049930647,52.0,3442.6272507911044,71.8439050202748,137.20532370845388,326.1540483019354,0
1419.6055741183638,64.0,2613.544323884889,241.16190742370063,155.5387737271529,203.3680165482221,0
45.45751580375648,19.0,0.9936803314557557,27.563672805228066,41.92773758679473,14.31488616555368,2
76.0,186.0,3.7,173.0,5.4,4.2,0
2.079928212184512,13.551979913538554,3.060735813784258,3.1172383453539765,46.66382364699305,40.79602974563671,1
29.66346542344374,3.0495616550733438,5.037592730602452,16.113901497644715,64.57203547548295,29.706216284857938,1
46.616200966575995,25.0,2.3,5.3,21.6,1.5,2
19.300408032181682,13.0,2.680834480624913,2.5,6.4,0.2,1
23.285760775072912,8.0,4.514686020139418,8.188966041786824,0.866769207038447,13.404368936093563,1
18.0,49.0,1.9,7.6,21.5,0.7,0
707.9165065458598,90.0,2579.834364017643,627.9520023026372,246.91799835621705,451.78433037413936,0
23.0,8.0,2.1,3.7,37.96178714262138,1.840950696742727,1
14.0,21.047957704773037,4.8,20.7,13.2,1.6,2
653.8221985345501,102.0,8261.030724184737,203.9484942916552,149.6123627395504,991.3935160989838,0
5.0,9.0,0.1,4.2,27.3,1.6,1
15.570214261891293,5.145033525638718,0.7,0.6,29.093727396532575,2.2,1
10.0,20.0,3.0,4.0,26.8,0.2,2
10.0,3.353081385814931,5.601508549476318,4.0,23.505951126795953,11.0,1
10.0,20.0,3.0,4.0,26.8,0.2,2
20.0,24.0,7.1,42.5,0.8,0.7,0
20.0,42.0,7999.360094145775,9.2,288.34519871728793,384.783040997018,0
514.9673800720536,57.0,1751.6757618215609,53.31451494308641,208.74944636427546,927.4794861117225,0
34.0,17.0,0.05073875751724688,13.8,20.65955467509182,7.6,2
807.3130246621595,55.0,7587.125837141055,653.7045792507187,12.1,1.9,0
19.0,40.0,3563.5028158744003,7.3,243.27279698209824,236.92483367387126,0
1270.8251146476573,95.0,6942.674493926078,714.7783507026292,244.81755108110528,384.50017387609955,0
294.7194679998327,61.0,8567.787995246445,215.50097265881763,237.87659888882703,963.8717266618506,0
20.0,38.0,0.1,6.9,24.0,0.6,0
11.0,34.0,1.470701409122172,6.1,26.4,0.7,3
15.0,34.0,2.8,2.8,40.7,3.1,3
35.0,70.0,4.4,18.9,3.2,3.5,0
10.0,21.0,0.1,2.8,28.1,17.367781189578675,2
17.0,39.0,1085.1821018251435,10.2,20.2,420.2087524042123,0
5.0,13.0,5.897917496353485,3.2,27.3,30.380361038772698,1
10.0,42.0,2.0,3.1,0.7,0.1,0
16.0,13.0,6.2998830891234645,6.4,24.8,10.291436384722836,1
6.0,13.0,2.3,9.3,16.8,0.3,1
17.0,57.0,2.2,10.6,142.9742417004352,0.6,0
7.0,17.0,4.972201399234745,3.7,28.1,0.6,2
9.0,13.0,4.459481688166381,2.720513437221712,42.997751313529456,38.18921255740172,1
14.0,6.440153316410096,2.8,1.9,1.6799260709205488,48.65006023923703,1
1153.3021211050866,57.0,6664.255031682817,93.80854819250789,159.6339881301566,372.9173040757473,0
0.7201078445406583,8.200406885857292,0.21341988116721466,10.98399839893064,11.4,48.81924450423124,1
56.415532879102834,35.0,3.514993678892896,37.47377048074435,71.6058921737883,95.13578391469726,3
64.66230046103627,33.0,3.805531688940878,36.02245482362525,21.6,0.2,3
46.0,70.0,7.9,24.5,63.6,5.0,0
18.0,50.0,8.8,5.5,9.9,3.4,0
27.436963520554894,6.0,4.640223004045601,3.0891589575603295,39.665048883493384,33.56707373043222,1
19.0,24.0,5.360588265673423,26.589825369700534,36.1,0.9959625081435719,2
4.0,11.0,1.2,5.6,16.0,1.8,1
12.0,23.0,2.7,2.3,31.0,0.4,2
11.0,27.0,1.2,9.7,28.9,0.8,3
79.0,117.0,3.7,6.1,63.3,6.3,0
23.0,55.0,6458.288370550135,12.5,107.92661481474897,531.2306293916147,0
28.0,62.0,1468.1559860684042,23.9,23.3,744.0919551734029,0
17.0,26.0,4.460041121878421,31.948208678248193,96.82774864294836,0.2,3
23.0,55.0,1029.3546820565698,12.5,126.00175495231578,140.20901599737053,0
16.0,30.0,0.3,1.4,29.9,0.3,3
33.22227735916567,17.0,1.11310428936788,1.0,26.4,1.5,2
24.0,55.0,0.1,18.3,275.90173441099535,0.5,0
15.0,10.0,6.7,20.5,0.8,0.3,2
17.0,36.0,0.1,19.2,16.4,0.5,0
15.0,53.0,4.5,6.5,42.4,1.5,0
56.654687784482235,35.0,0.20777880651842073,33.5227571216211,8.2,60.288988372254565,3
17.0,49.0,1114.2123973546254,1.5,104.21166687608748,650.1780831698889,0
60.0,55.0,3.4,3.1,298.15436970102996,918.0412433908407,0
63.170254526302756,34.0,5.4302617737019485,38.853998881058374,16.8,64.8746565855672,3
16.0,34.0,1.7921739226295461,8.3,21.2,103.28157574337246,3
551.1730404342694,57.0,2317.892226061299,641.3742330391398,299.27462084523484,628.6062869672606,0
13.0,16.0,0.1,11.5,27.0,2.6,2
32.0,72.0,411.5922692328264,269.9492061475629,19.2,3.8,0
8.231826709752252,9.0,4.786507344460881,2.8,28.1,5.916719534269638,1
1.1270419387064567,8.0,1.0,1.1,14.2,0.1,1
12.0,30.0,0.1,4.6,22.4,1.6,3
56.0,120.0,0.1,42.0,284.92586192074964,818.4853973945796,0
33.0,80.0,5.5,11.9,163.66159885516373,5.1,0
17.136769521547606,3.822700283980862,5.716052934142389,2.5,20.0,0.3,1
11.0,75.0,6.7,44.0,6.2,1.8,0
13.0,30.0,0.6,32.75846364607684,99.37912688240846,2.9,3
9.0,18.0,0.1,0.5,11.4,0.2,2
23.258146504930185,11.590922303202237,0.4761729884921647,2.5,20.0,0.3,1
13.0,30.0,0.6,37.08314758530781,84.09008641538603,2.9,3
39.0,72.0,2.8,33.0,2.0,1.1,0
22.0,27.0,2.7366342241188475,1.1,3.7,0.4,3
23.0,21.0,5.7,2.4,40.1,0.09422188420695199,2
28.58342076454075,9.749339206113433,5.073003451348505,7.1551986529774325,5.3,4.988709334385205,1
788.5457310896146,161.0,7936.325358007035,160.88334050857185,148.46587557781288,431.7332856888079,0
182.46637130984664,120.0,8609.641616359942,68.83589686153712,248.04300390056923,644.4754489944537,0
607.8833586754658,93.0,4934.0660636215725,458.45488139711983,105.16437211739647,639.155845075976,0
4.4375747046380996,11.01179037872929,1.9048369833148797,11.811318898633111,59.53534707144949,26.54712705609217,1
50.927921221029045,34.0,5.868217432186269,33.53949601381678,74.79636702152423,63.57183648103081,3
23.0,64.0,6.5,6.0,9.3,2.6,0
7.0,13.0,3.2084466516906067,20.4,15.1,2.1,2
4.0,13.0,0.1,2.3884806847995144,32.7,1.0,1
12.0,33.0,5.981076787585161,3.1,29.4,0.6,3
18.0,49.0,1.9,7.6,21.5,0.7,0
13.0,25.0,3.3243977902347455,6.1,19.7,30.829157159120296,2
20.0,42.0,4658.377797943375,467.2334506721649,21.6,234.03210314915987,0
432.8357256023636,45.0,1889.9262028465557,8.4,28.6,254.01592767563756,0
10.0,21.0,0.1,5.5,24.4,0.6,2
6.790029742960343,5.825154968628837,0.5028098009638824,7.432190071976111,47.2857197197572,30.20547429156148,1
11.0,41.0,1.5,3.8,8.0,0.8,0
21.0,53.0,10.0,34.3,6.4,1.5,0
26.0,40.0,1.0,46.77452757241289,13.0,0.1,0
11.0,30.0,0.1,17.0,75.20122383744166,58.3911819147149,3
49.464881794311395,19.0,0.7862677846575012,27.461519661159,65.02473240113878,6.42997794278724,2
5.0388481118877335,15.0,6.4,3.7,21.0,5.1,1
110.0,93.0,1.3,1.6,11.6,14.9,0
23.179119728069082,1.6435686394103277,0.7945654872907985,0.8803260586082051,24.451393901210857,28.323683791960867,1
15.362043763216061,12.0,2.9036611109309334,9.437390994898635,32.3262046420367,6.035865334103502,1
14.867328404716908,5.0,3.508133530080898,2.3386555201048043,14.158659198111968,38.21292596274305,1
12.0,25.0,6.351652929934436,21.558136668627956,68.38324838026543,12.37901944382061,2
54.223968227578155,26.0,1.2,15.8,6.4,100.43687193477955,3
29.622905967159344,13.0,1.0600519151315158,3.1,31.2,0.2,1
22.0,55.0,2202.1239317543645,16.0,17.5,1.1,0
7.0,18.0,2.3,1.0,14.157695644861874,44.82977845613016,2
17.0,61.0,0.1,22.3,45.6,5.8,0
3.4780379755362656,13.0,5.0,5.2,24.1,0.2,1
32.0,52.0,0.1,33.6,20.5,0.6,0
23.0,48.0,6157.27818677673,6.4,229.61880097929358,696.6194846575878,0
9.646824888914232,3.7538325689198375,0.9020856593979506,7.174039629327213,32.8,1.9764938815722888,1
8.0,5.0,1.2,4.7,28.1,48.27842817412047,1
25.181330278732904,1.0,3.5329672436945376,0.6,28.9,30.387417993968953,1
34.0,99.0,304.0634545065839,5.0,25.2,0.7,0
89.24966436916085,29.0,7.5,279.24221193336194,4.3,1.4,0
3.0,4.0,0.1,0.2,10.5,0.4,1
29.0,56.0,5.6,28.2,4.8,0.2,0
20.0,55.0,1316.4471184357956,12.4,22.8,595.2899618351411,0
12.0,16.0,3.596189977401993,6.5,0.1,18.102722690207152,2
1.0,5.0,2.3,18.6,29.4,3.4,1
14.359163802102303,1.2748691961486858,5.281819818119705,2.8982071192514147,32.340753998752085,13.146157750547266,1
20.0,38.0,7245.460584252466,7.5,12.8,569.9810476580928,0
31.38815992406145,21.0,3.4,7.1,17.6,26.192741254659364,2
28.0,68.0,2.2,16.2,1.6,776.9481689142776,0
5.0,99.0,1.9,7.8,13.0,737.3943491399976,0
389.96665122639604,38.0,4997.206807043254,30.6,221.21102756825093,733.8311024493199,0
12.0,25.0,5.9,29.1,27.4,3.9,2
40.0,76.0,6.4,18.8,45.5,4.1,0
20.0,27.0,1.2,1.0,18.4,75.02339107167691,3
29.0,56.0,3594.213254945292,19.6,33.1,8.8,0
20.523388458056377,1.5039399328775032,2.4477942639503527,9.800606072988025,56.36864286071907,7.33737757054434,1
9.0,1.0,3.4,9.3,37.6,1.5,1
38.62233634299055,17.0,1.9,4.2,30.4,0.2,2
16.0,30.0,2.1,1.7,47.2,0.3,3
43.744016394544786,23.0,0.1,9.2,1.7,22.73181168753685,2
137.97455591789674,48.0,0.1,7.0,3.9,0.5,0
11.0,34.0,0.1,4.6,84.40211517307814,71.96153302737932,3
48.0,39.0,0.1,10.3,12.0,2.0,0
11.156155639928116,4.107665723467636,4.341285675242859,6.567478545198884,1.9252729346650077,2.5284208172052622,1
22.27443147782042,4.897156183138381,3.5561777141855506,9.877823262752933,14.1,21.802423174380493,1
64.0,95.0,5.5,6.4,141.86015403947246,5.1,0
